2024-10-10 19:32:23,642 [Worker-1] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Collecting project info '/pom.xml' D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\pom.xml
2024-10-10 20:13:05,972 [Worker-20] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:13:05,973 [Worker-20] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:24:53,958 [Worker-32] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:24:53,958 [Worker-32] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:24:53,959 [Worker-32] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:24:53,960 [Worker-32] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:33:35,688 [Worker-35] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:33:35,690 [Worker-35] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:33:35,692 [Worker-35] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:33:35,693 [Worker-35] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:34:13,370 [Worker-35] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2024-10-10 20:34:13,626 [Worker-35] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.mave.biosalud:ProyectoBioSalud:0.0.1-SNAPSHOT @ D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\pom.xml.
2024-10-10 20:34:14,317 [Worker-35] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ProyectoBioSalud/src/main/java
2024-10-10 20:34:14,317 [Worker-35] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ProyectoBioSalud/src/test/java
2024-10-10 20:34:14,889 [Worker-35] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for ProyectoBioSalud
2024-10-10 20:34:14,891 [Worker-35] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 1 sec
2024-10-10 20:34:15,645 [Worker-34] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:34:15,646 [Worker-34] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:34:15,648 [Worker-34] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:34:15,648 [Worker-34] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:34:15,649 [Worker-34] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of ProyectoBioSalud
2024-10-10 20:34:15,649 [Worker-34] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for ProyectoBioSalud
2024-10-10 20:34:15,651 [Worker-34] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:34:44,199 [Worker-38] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:34:44,201 [Worker-38] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:34:44,203 [Worker-38] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:34:44,207 [Worker-38] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:34:48,027 [Worker-37] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:34:48,028 [Worker-37] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:34:48,029 [Worker-37] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:34:48,029 [Worker-37] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:34:58,365 [Worker-35] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2024-10-10 20:34:58,609 [Worker-35] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.mave.biosalud:ProyectoBioSalud:0.0.1-SNAPSHOT @ D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\pom.xml.
2024-10-10 20:34:59,216 [Worker-35] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ProyectoBioSalud/src/main/java
2024-10-10 20:34:59,216 [Worker-35] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ProyectoBioSalud/src/test/java
2024-10-10 20:34:59,637 [Worker-35] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for ProyectoBioSalud
2024-10-10 20:34:59,639 [Worker-35] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 1 sec
2024-10-10 20:35:00,212 [Worker-41] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:35:00,212 [Worker-41] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:35:00,213 [Worker-41] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:35:00,214 [Worker-41] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:35:00,214 [Worker-41] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of ProyectoBioSalud
2024-10-10 20:35:00,214 [Worker-41] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for ProyectoBioSalud
2024-10-10 20:35:00,215 [Worker-41] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:35:27,546 [Worker-42] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:35:27,546 [Worker-42] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:35:27,547 [Worker-42] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:35:27,548 [Worker-42] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:35:34,906 [Worker-35] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:35:34,907 [Worker-35] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:35:34,908 [Worker-35] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:35:34,909 [Worker-35] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:35:56,171 [Worker-37] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update started
2024-10-10 20:35:56,436 [Worker-37] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.maven.ide.eclipse.wtp.WarLifecycleMapping lifecycle mapping for MavenProject: com.mave.biosalud:ProyectoBioSalud:0.0.1-SNAPSHOT @ D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\pom.xml.
2024-10-10 20:35:57,054 [Worker-37] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ProyectoBioSalud/src/main/java
2024-10-10 20:35:57,054 [Worker-37] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /ProyectoBioSalud/src/test/java
2024-10-10 20:35:57,720 [Worker-37] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Cleaning filtered folder for ProyectoBioSalud
2024-10-10 20:35:57,722 [Worker-37] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 1 sec
2024-10-10 20:35:58,381 [Worker-42] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:35:58,382 [Worker-42] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\main\resources
2024-10-10 20:35:58,383 [Worker-42] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2024-10-10 20:35:58,383 [Worker-42] INFO  o.e.m.c.i.embedder.EclipseLogger - skip non existing resourceDirectory D:\Users\GERARD ESTUDIOS\MIS ESTUDIOS\CARRERAS\CIBERTEC\CICLO 04\LENGUAJE PROGRAMACIÓN II\PROYECTO\PROYECTO_LP2_EFSRT\PROYECTO_FINAL\ProyectoBioSalud\src\test\resources
2024-10-10 20:35:58,383 [Worker-42] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Changed resources require a complete clean of filtered resources of ProyectoBioSalud
2024-10-10 20:35:58,383 [Worker-42] INFO  o.e.m.w.i.f.ResourceFilteringBuildParticipant - Executing resource filtering for ProyectoBioSalud
2024-10-10 20:35:58,385 [Worker-42] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
